"title","author","year","genre","openlibrary_work_key","synopsis","periodo"
"Saint Francis of Assisi","Gilbert Keith Chesterton","1923","Non fiction","/works/OL76399W","G.K. Chesterton lends his witty, astute and sardonic prose to the much loved figure of Saint Francis of Assis. Grounding the man behind the myth he states ""however wild and romantic his gyrations might appear to many, [Francis] always hung on to reason by one invisible and indestructible hair....The great saint was sane....He was not a mere eccentric because he was always turning towards the center and heart of the maze; he took the queerest and most zigzag shortcuts through the wood, but he was always going home.""Review: ""his opinions shine from every page. The reader is rewarded with many fresh perspectives on Francis..."" -- Franciscan, May 2002","1900-1949"
"The Book of Tea","Okakura Kakuzō","1900","Non fiction","/works/OL7095112W","Tea began as a medicine and grew into a beverage. In China, in the eighth century, it entered the realm of poetry as one of the polite amusements. The fifteenth century saw Japan ennoble it into a religion of aestheticism - Teaism. Teaism is a cult founded on the adoration of the beautiful among the sordid facts of everyday existence. It inculcates purity and harmony, the mystery of mutual charity, the romanticism of the social order.","1900-1949"
"On Liberty","John Stuart Mill","1859","Non fiction","/works/OL1068091W","Book digitized by Google from the library of the New York Public Library and uploaded to the Internet Archive by user tpb.","1850-1899"
"The Alhambra","Washington Irving","1800","Non fiction","/works/OL63996W","Verhalen over het gebouwencomplex in Granada, dat eigendom was van de laatste islamitische vorsten in Spanje.","1800-1849"
"Manifest der Kommunistischen Partei","Karl Marx","1848","Non fiction","/works/OL629052W","Available under a Creative Commons Attribution-ShareAlike License:
http://www.marxists.org/archive/marx/works/1848/communist-manifesto/

One of the most influential political tracts ever published this short book succinctly explains the aims and purpose of the Communist League of the 19th century, giving the author’s theories of the class struggle which they assumed would inevitably lead to world wide communism.  

Full text available at Project Gutenberg too:
http://www.gutenberg.org/files/61/61.txt","1800-1849"
"Confessions","Augustine of Hippo","1482","Non fiction","/works/OL137872W","Garry Wills’s complete translation of Saint Augustine’s spiritual masterpiece—available now for the first time Garry Wills is an exceptionally gifted translator and one of our best writers on religion today. His bestselling translations of individual chapters of Saint Augustine’s Confessions have received widespread and glowing reviews. Now for the first time, Wills’s translation of the entire work is being published as a Penguin Classics Deluxe Edition. Removed by time and place but not by spiritual relevance, Augustine’s Confessions continues to influence contemporary religion, language, and thought. Reading with fresh, keen eyes, Wills brings his superb gifts of analysis and insight to this ambitious translation of the entire book. “[Wills] renders Augustine’s famous and influential text in direct language with all the spirited wordplay and poetic strength intact.”—Los Angeles Times“[Wills’s] translations . . . are meant to bring Augustine straight into our own minds; and they succeed. Well-known passages, over which my eyes have often gazed, spring to life again from Wills’s pages.”—Peter Brown, The New York Review of Books“Augustine flourishes in Wills’s hand.”—James Wood“A masterful synthesis of classical philosophy and scriptural erudition.”—Chicago Tribune","1400-1499"
"Idle Thoughts of an Idle Fellow","Jerome Klapka Jérôme","1880","Non fiction","/works/OL1793135W","Idle Thoughts of an Idle Fellow is a collection of humorous essays by Jerome K. Jerome. The essays cover a range of topics from ""On Being in Love"" to ""On Furnished Apartments"" to ""On Getting on in the World"". Jerome established himself as one of England's favorite wits with his comic novel Three Men in a Boat.","1850-1899"
"Up from Slavery","Booker T. Washington","1900","Non fiction","/works/OL357501W","Booker T. Washington, the most recognized national leader, orator and educator, emerged from slavery in the deep south, to work for the betterment of African Americans in the post Reconstruction period.

""Up From Slavery"" is an autobiography of Booker T. Washington's life and work, which has been the source of inspiration for all Americans. Washington reveals his inner most thoughts as he transitions from ex-slave to teacher and founder of one of the most important schools for African Americans in the south, The Tuskegee Industrial Institute.","1900-1949"
"De la démocratie en Amérique","Alexis de Tocqueville","1835","Non fiction","/works/OL278001W","A contemporary study of the early American nation and its evolving democracy, from a French aristocrat and sociologist.

In 1831 Alexis de Tocqueville, a young French aristocrat and ambitious civil servant, set out from post-revolutionary France on a journey across America that would take him 9 months and cover 7,000 miles. The result was Democracy in America, a subtle and prescient analysis of the life and institutions of 19th-century America. Tocqueville looked to the flourishing democratic system in America as a possible model for post-revolutionary France, believing that the egalitarian ideals it enshrined reflected the spirit of the age and even divine will. His study of the strengths and weaknesses of an evolving democratic society has been quoted by every American president since Eisenhower, and remains a key point of reference for any discussion of the American nation or the democratic system.","1800-1849"
"Jenseits von Gut und Böse","Friedrich Nietzsche","1885","Non fiction","/works/OL98174W","","1850-1899"
"The Souls of Black Folk","W. E. B. Du Bois","1903","Non fiction","/works/OL28577W","Du Bois' 1903 collection of essays is a thoughtful, articulate exploration of the moral and intellectual issues surrounding the perception of blacks within American society.","1900-1949"
"Incidents in the Life of a Slave Girl","Harriet A. Jacobs","1861","Non fiction","/works/OL28623W","The true story of an individual's struggle for self-identity, self-preservation, and freedom, Incidents in the Life of a Slave Girl remains among the few extant slave narratives written by a woman. This autobiographical account chronicles the remarkable odyssey of Harriet Jacobs (1813–1897) whose dauntless spirit and faith carried her from a life of servitude and degradation in North Carolina to liberty and reunion with her children in the North.
Written and published in 1861 after Jacobs' harrowing escape from a vile and predatory master, the memoir delivers a powerful and unflinching portrayal of the abuses and hypocrisy of the master-slave relationship. Jacobs writes frankly of the horrors she suffered as a slave, her eventual escape after several unsuccessful attempts, and her seven years in self-imposed exile, hiding in a coffin-like ""garret"" attached to her grandmother's porch.
A rare firsthand account of a courageous woman's determination and endurance, this inspirational story also represents a valuable historical record of the continuing battle for freedom and the preservation of family.","1850-1899"
"Der Antichrist","Friedrich Nietzsche","1895","Non fiction","/works/OL15692719W","""Here is Friedrich Nietzsche's great masterpiece The Anti-Christ, wherein Nietzsche attacks Christianity as a blight on humanity. This classic is essential reading for anyone wishing to understand Nietzsche and his place within the history of philosophy ...""--Description from www.amazon.com","1850-1899"
"कामसूत्र","Vatsyāyana","1883","Non fiction","/works/OL239940W","A work of philosophy, psychology, sociology, Hindu dogma, scientific inquiry, and sexology, the ""Kama Sutra"" has been a classic of world literature for more than 1700 years.","1850-1899"
"The Federalist, or, The New Constitution","Alexander Hamilton","1788","Non fiction","/works/OL284420W","Originally published anonymously, *The Federalist Papers* first appeared in 1787 as a series of letters to New York newspapers urging voters to ratify the new Constitution. Still debated and discussed today, *The Federalist Papers* provide readers with an important commentary on the crucial issues facing a democracy. This edition includes a complete text of the Constitution.

The documents that shaped a nation. Three of the founding fathers brilliantly defend their revolutionary charter: the Constitution of the United States, a milestone in political science and a classic of American history.","1700-1799"
"The Devil's Dictionary","Ambrose Bierce","1840","Non fiction","/works/OL7973273W","The Devil's Dictionary was begun in a weekly paper in 1881, and was continued in a desultory way at long intervals until 1906. In that year a large part of it was published in covers with the title The Cynic's Word Book, a name which the author had not the power to reject or happiness to approve. To quote the publishers of the present work: ""This more reverent title had previously been forced upon him by the religious scruples of the last newspaper in which a part of the work had appeared, with the natural consequence that when it came out in covers the country already had been flooded by its imitators with a score of 'cynic' books - The Cynic's This, The Cynic's That, and The Cynic's t'Other. Most of these books were merely stupid, though some of them added the distinction of silliness. Among them, they brought the word ""cynic"" into disfavor so deep that any book bearing it was discredited in advance of publication.""Meantime, too, some of the enterprising humorists of the country had helped themselves to such parts of the work as served their needs, and many of its definitions, anecdotes, phrases and so forth, had become more or less current in popular speech. This explanation is made, not with any pride of priority in trifles, but in simple denial of possible charges of plagiarism, which is no trifle. In merely resuming his own the author hopes to be held guiltless by those to whom the work is addressed - enlightened souls who prefer dry wines to sweet, sense to sentiment, wit to humor and clean English to slang.","1800-1849"
"The life of Olaudah Equiano, or Gustavus Vassa, the African","Olaudah Equiano","1789","Non fiction","/works/OL743333W","The Interesting Narrative of the Life of Olaudah Equiano, written in 1789, details its writer's life in slavery, his time spent serving on galleys, the eventual attainment of his own freedom and later success in business. Including a look at how slavery stood in West Africa, the book received favorable reviews and was one of the first slave narratives to be read widely.","1700-1799"
"Sailing alone around the world","Joshua Slocum","1800","Non fiction","/works/OL59979W","Joshua Slocum, one of the most famous of American sea captains, really was the first to single-handedly circumnavigate the world. The epitome of Yankee independence, he had risen from a seaman to the captain of his own ship. Marooned in Brazil, he built a ""canoe"" in which he returned to America (see The Voyage of the Liberdade). At loose ends at fifty-one, he was offered an old oyster boat which he rebuilt into the 37' Spray and in 1895 he took off from Boston for the Straits of Gibraltar. He is a captivating writer as well; observant, humorous, and evocative: ""For, one day, well off the Patagonian coast, while the sloop was reaching under short sail, a tremendous wave, the culmination, it seemed, of many waves, rolled down upon her in a storm, roaring as it came. I had only a moment to get all sail down and myself up on the peak halliards, out of danger, when I saw the mighty crest towering masthead-high above me. The mountain of water submerged my vessel. She shook in every timber and reeled under the weight of the sea, but rose quickly out of it, and rode grandly over the rollers that followed. It may have been a minute that from my hold in the rigging I could see no part of the Spray's hull. Perhaps it was even less time than that, but it seemed a long while, for under great excitement one lives fast, and in a few seconds one may think a great deal of one's past life.""He met determined pirates in Tierra del Fuego:""I was not for letting on that I was alone, and so I stepped into the cabin, and, passing through the hold, came out at the fore-scuttle, changing my clothes as I went along. That made two men. Then the piece of bowsprit which I had sawed off at Buenos Aires, and which I had still on board, I arranged forward on the lookout, dressed as a seaman, attaching a line by which I could pull it into motion. That made three of us...""In Africa he met the explorer Henry Stanley:""Mr. Stanley was a nautical man once himself, - on the Nyanza, I think, - and of course my desire was to appear in the best light before a man of his experience. He looked me over carefully, and said, ""'What an example of patience!'""'Patience is all that is required,' I ventured to reply.""He then asked if my vessel had water-tight compartments. I explained that she was all water-tight and all compartment. ""'What if she should strike a rock?' he asked. ""'Compartments would not save her if she should hit the rocks lying along her course,' said I; adding, 'she must be kept away from the rocks.' ""After a considerable pause Mr. Stanley asked, 'What if a swordfish should pierce her hull with its sword?' ""Of course I had thought of that as one of the dangers of the sea, and also of the chance of being struck by lightning. In the case of the swordfish, I ventured to say that 'the first thing would be to secure the sword.'""So this is where Jack London got the idea for watertight compartments! (see Cruise of the Snark, available from The Narrative Press) Discover for yourself why everyone reads this book (called a sailor's Walden) -- even if you're not planning a solo sailing trip. And take it with you if you are!","1800-1849"
"Φαίδων","Πλάτων","1713","Non fiction","/works/OL51805W","After an interval of some months or years, and at Phlius, a town of Peloponnesus, the tale of the last hours of Socrates is narrated to Echecrates and other Phliasians by Phaedo the 'beloved disciple.'  The Dialogue necessarily takes the form of a narrative, because Socrates has to be described acting as well as speaking.  The minutest particulars of the event are interesting to distant friends, and the narrator has an equal interest in them.","1700-1799"
"The Problems of Philosophy","Bertrand Russell","1900","Non fiction","/works/OL1088577W","In the following pages I have confined myself in the main to those problems of philosophy in regard to which I thought it possible to say something positive and constructive, since merely negative criticism seemed out of place. For this reason, theory of knowledge occupies a larger space than metaphysics in the present volume, and some topics much discussed by philosophers are treated very briefly, if at all.","1900-1949"
"Rights of Man","Thomas Paine","1791","Non fiction","/works/OL60359W","Written in a fit of pique brought about by Edmund Burke's blistering attack of the French Revolution, Paine's The Rights of Man has come to be regarded as one of the most important works in the realm of Western political philosophy. In it, Paine contends that some rights that are granted through natural law, rather than by governments or constitutions. A must-read for those interested in politics, philosophy, and the intersection of the two.","1700-1799"
"Acres of diamonds","Russell Herman Conwell","1901","Non fiction","/works/OL3920712W","This stirring manifesto shows how to discover everything you need to succeed— where you least expect it.So begins one of the most famous speeches of the twentieth century, a talk that educator and minister Russell H. Conwell delivered before literally thousands of audiences before his death in 1925. In its printed version Acres of Diamonds reached millions of readers around the world. Conwell's great manifesto imparts one extraordinary lesson: All the wealth you could ever dream of, search for, or yearn after—in whatever form you wish for—exists right beneath your own feet. It is a message of determination, unconventional thinking, and positive living that came to influence a generation of motivational literature.The Success Classics edition of Acres of Diamonds also features two rare bonus works: Praying for Money and The Story of ""Acres of Diamonds"" by journalist Robert Shackleton.","1900-1949"
"The Varieties of Religious Experience","William James","1817","Non fiction","/works/OL1073561W","This is one of the most remarkable books ever written about religious experience. James captures the reader’s attention with vivid instances of religious experience collected from diverse sources, including classical religious texts, newspaper articles, and clinical studies. In this collection of Gifford lectures given in Scotland in 1901, James analyzes religious experience, using wonderful examples, penetrating psychological analysis, and memorable typologies.","1800-1849"
"The Coming Race","Edward Bulwer Lytton, Baron Lytton","1871","Non fiction","/works/OL61825W","The Coming Race, an early science-fiction work, with its superman race the Vril-ya descended from the same ancestors as the great Aryan family, from which in varied streams has flowed the dominant civilization of the world spawned a occult secret society known as the Vril Society or Luminous Lodge - its philosphy and swastika symbol profoundly influenced the Nazis.     Please Note:  This book has been reformatted to be easy to read in true text, not scanned images that can sometimes be difficult to decipher.  The Microsoft eBook has a contents page linked to the chapter headings for easy navigation. The Adobe eBook has bookmarks at chapter headings and is printable up to two full copies per year.  Both versions are text searchable.","1850-1899"
"Civil Disobedience","Henry David Thoreau","1800","Non fiction","/works/OL55631W","Written with the motto ""that government is best that governs least"", when men are ready for it, that will be the kind of government we will have. This book tries to tell us to think for ourselves. This is a Must Read for anyone anti-government. Please note: This book is in easy to read true text, not scanned images that can sometimes be difficult to decipher. This e-Book is printable.","1800-1849"
"On the origin of species by means of natural selection","Charles Darwin","1859","Non fiction","/works/OL515051W","Charles Darwin's seminal work laying the foundations for the principles of evolutionary biology via natural selection, based on evidence that he collected during his expedition on *HMS Beagle* in the 1830s.","1850-1899"
"Bushidō","Inazo Nitobe","1899","Non fiction","/works/OL1154715W","RELIGION: GENERAL. Bushido is the chivalric code of moral principles that the Samurai followed. Influenced by Confucianism, Shinto and Zen Buddhism, it tempers the violence of a warrior with wisdom and serenity. This book has become influential among military and corporate leaders looking for ways to manage their people and  overcome their opponents. Beautifully produced in traditional Chinese binding and with a timeless design, this book includes the classic Inazo text with a new introduction.","1850-1899"
"Captivity and Restoration","Mary White Rowlandson","1682","Non fiction","/works/OL239849W","In February 1676, during King Philip's War, the frontier village of Lancaster, Massachusetts, was attacked by a party of Nipmuck Indians and completely destroyed. As relief from Concord approached, the attackers withdrew, taking with them 24 captives, including Mrs. Mary Rowlandson and her three children.

For almost three months the little family was forced to live with their captors and endure exposure to a New England winter.The youngest child, who had been injured during the attack, failed to survive. Eventually ransom was paid and the family released.

Mrs. Rowlandson's account of her experience was published in 1682. It became a""best-seller"" of its day and created a new literary genre, the captivity narrative. Such accounts were in part responsible for the mistrust and hatred of the Indians that plagued the country for centuries. It is also the first publication in English by a woman in the New World.","1600-1699"
"A week on the Concord and Merrimack Rivers","Henry David Thoreau","1849","Non fiction","/works/OL55670W","Thoreau's first book excels at depicting nature around his trip in words.","1800-1849"
"The Theory of the Leisure Class","Thorstein Veblen","1899","Non fiction","/works/OL1868441W","Considered the first in-depth critique of consumerism, economist Thorstein Veblen's 1899 book The Theory of the Leisure Class has come to be regarded as one of the great works of economic theory. Using contemporary and anthropological accounts, Veblen held that our economic and social norms are driven by traces of our early tribal life, rather than ideas of utility.","1850-1899"
"The science of getting rich, or, financial success through creative thought","Wallace D. Wattles","1910","Non fiction","/works/OL3792044W","As featured in the bestselling book The Secret, here is the landmark guide to wealth creation republished with the classic essay How to Get What You Want.Wallace D. Wattles spent a lifetime considering the laws of success as he found them in the work of the worlds great philosophers. He then turned his life effort into this simple, slender book  a volume that he vowed could replace libraries of philosophy, spirituality, and self-help for the purpose of attaining one definite goal: a life of prosperity.Wattles describes a definite science of wealth attraction, built on the foundation of one commanding idea: There is a thinking stuff from which all things are madeA thought, in this substance, produces the thing that is imaged by the thought.In his seventeen short, straight-to-the-point chapters, Wattles shows how to use this idea, how to overcome barriers to its application, and how work with very direct methods that awaken it in your life. He further explains how creation and not competition is the hidden key to wealth attraction, and how your power to get rich uplifts everyone around you.The Science of Getting Rich concludes with Wattles rare essay How to Get Want You Want  a brilliant refresher of his laws of wealth creation.","1900-1949"
"American notes","Charles Dickens","1800","Non fiction","/works/OL8300173W","Description of a trip by the famous British novelist Charles Dickens to the U.S. in the early 1840s, which included travel through the Great Lakes states. The first and last portions of the book are accounts of his travel in the east. There are also chapters on slavery and his voyage back to England. Chapter headings for the portion on western travel are:

-From Pittsburg to Cincinnati in a western steam-boat. Cincinnati.
-From Cincinnati to Louisville in another western steam-boat; and from Louisville to St. Louis in another. St. Louis.
-A Jaunt to the Looking-glass prairie and back.
-Return to Cincinnati. A stage-coach ride from that city to Columbus, and thence to Sandusky. So, by Lake Erie, to the Falls of Niagara.","1800-1849"
"Ἀπολογία Σωκράτους","Πλάτων","1675","Non fiction","/works/OL51948W","There is a well-known saying that the whole of Western Philosophy is footnotes of Plato. This is because his writings have set the schema that philosophy can be said to have followed ever since. Following the teachings of Socrates, Plato's works are among the world's greatest literature. The Apology is the speech made by Socrates in his own defence at his trail, and his justification for his life.Please Note:  This book is easy to read in true text, not scanned images that can sometimes be difficult to decipher.  The Microsoft eBook has a contents page linked to the chapter headings for easy navigation. The Adobe eBook has bookmarks at chapter headings and is printable up to two full copies per year","1600-1699"
"The principall navigations, voiages, and discoveries of the English nations","Richard Hakluyt","1589","Non fiction","/works/OL3639910W","The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres.","1500-1599"
"The Second World War","Winston S. Churchill","1948","Non fiction","/works/OL134333W","Never before in history have there been combined in one man the character, the political leadership, the military perception and the eloquence which our generation has known in Winston Churchill. It is no wonder that when it was announced that he would write the history of the Second World War, there arose throughout the world an interest and excitement caused by no other publication of this century. The six volumes of The Second World War fulfilled the highest expectations with which they were awaited. But the great length of the work and its necessary cost has prevented many thousands from reading and owning this great history. Now the heart of the work appears in one volume. The abbreviation has been made with the utmost skill, resulting in a unified, dramatic story of the world's greatest ordeal. Perhaps the glory of Sir Winston's prose is even heigtened by the omission of details necessary for the record but of less interest to the general reader. Memoirs of the Second World War will be read and treasured by a vast number of people who do not yet know this drama written imperishably by one of its greatest actors. - Jacket flap.","1900-1949"
"Utopia","Thomas More","1518","Non fiction","/works/OL15366912W","First published in 1516, Thomas More's Utopia is one of the most important works of European humanism. Through the voice of the mysterious traveler Raphael Hythloday, More describes a pagan, communist city-state governed by reason. Addressing such issues as religious pluralism, women's rights, state-sponsored education, colonialism, and justified warfare, Utopia seems remarkably contemporary nearly five centuries after it was written, and it remains a foundational text in philosophy and political theory.","1500-1599"
"The Economic Consequences of the Peace (Twentieth-Century Classics)","John Maynard Keynes","1919","Non fiction","/works/OL35914W","<p>Before becoming one of the twentieth century’s most celebrated economists, <a href=""https://standardebooks.org/ebooks/john-maynard-keynes"">John Maynard Keynes</a> served as a financial representative for the British Treasury at the 1919 Paris Peace Conference to negotiate the Versailles treaty which would officially end World War I. Keynes resigned from the treasury in protest about a month before the final treaty was signed, and <i>The Economic Consequences of the Peace</i> describes his reasons for doing so.</p> <p>Keynes contends that domestic political considerations and a desire for revenge led to an unreasonably high burden being placed on the defeated Germany. In making the argument he paints unflattering portraits of the then French President Georges Clemenceau, the British Prime Minister David Lloyd George, and the American President Woodrow Wilson.</p> <p>According to Keynes, the effect of a negotiated treaty on the population of an already impoverished enemy was considered a far lower priority than disputes involving borders. Meanwhile, the exceptionally high cost of reparations placed on an economically-spent Germany could never be repaid, and was mainly an act of political grandstanding. Keynes predicted widespread suffering in the defeated powers, resulting in a turn towards political extremism. Unfortunately, subsequent events would prove his predictions right.</p> <p><i>The Economic Consequences of the Peace</i> was an immediate bestseller in both the U.S. and the U.K. and has never been out of print. Though today some economists contend that Keynes may have been overly pessimistic about Germany’s ability to pay and the leniency of the Allies, many of the recommendations presented in the book were adopted as part of the Marshall Plan after the conclusion of World War II.</p>","1900-1949"
"Vom Kriege","Carl von Clausewitz","1835","Non fiction","/works/OL62744W","*Vom Kriege* is the basic work on the Western way of war. For Clauswitz, war is ""politics by other means"". It concentrates on defeating the enemy by massing overwhelming force at the enemy's weak point. In his rationalistic model, the prince (or other governing elite) begins with a set of objectives and chooses the most cost-effective way of accomplishing them. If force is seen as that way, then the prince chooses war. When the objectives have been achieved, then the war has been won regardless of conditions and dispositions on the field.

Clausewitz is read by every officer cadet in every decent military academy in the world. Written in the 18th century, *Vom Kriege* is as relevant today as the day it was published.","1800-1849"
"Ten Days That Shook the World","John Reed","1919","Non fiction","/works/OL827976W","**Ten Days That Shook the World** (1919) is a book by the American journalist and socialist John Reed. Here, Reed presented a firsthand account of the 1917 Russian October Revolution. Reed followed many of the most prominent Bolsheviks closely during his time in Russia.

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Ten_Days_That_Shook_the_World))","1900-1949"
"Familiar quotations; a collection of passages, phrases, and proverbs traced to their sources in ancient and modern literature","John Bartlett","1855","Non fiction","/works/OL4095472W","Accurate • Modern • Reliable • Convenient

♦

THE FIRST AND ONLY HANDY POCKET EDITION OF THE WORLD-FAMOUS TREASURY OF QUOTATIONS

""Everyone who puts words on paper for others to reod, everyone who ever speaks to an audience, even though it be an audience of three, needs 'Bartlett.'""

THE SHORTER BARTLETT'S FAMILIAR QUOTATIONS is a compact new edition based on one of the most treasured books in American life — BARTLETT'S FAMILIAR QUOTATIONS. As a rich and varied storehouse of the wit and wisdom of mankind Bartlett is unique. As a definitive guide and reference volume Bartlett is unsurpassed.

We can live without dictionaries or without encyclopaedias but where is the writer who can live without Bartlett's 'Familiar Quotations'? Whoever has it possesses a sure shunch' to the memory.""

The Chicago Tribune","1850-1899"
"Walking","Henry David Thoreau","1914","Non fiction","/works/OL55719W","If you are ready to leave father and mother, and brother and sister, and wife and child and friends, and never see them again, - if you have paid your debts, and made your will, and settled all your affairs, and are a free man, then you are ready for a walk.Walking is an essay by American writer, naturalist and philosopher David Thoreau (1817 - 1862). Thoreau's work has made a lasting contribution to modern environmental practice, and also influenced the non-violent resistance practiced by great civilians such as Gandhi and Martin Luther King Jr.","1900-1949"
"Emile or Education","Jean-Jacques Rousseau","1762","Non fiction","/works/OL80613W","Rousseau wrote about the difficulty of being a good individual within an inherently corrupting collectivity: society. Emile deals specifically with education, and outlines a system which would allow for human goodness. He uses the fictional story of Emile and his tutor to outline his ideas. The book was banned and publicly burned on its publication, but became a European bestseller and provided a basis for new education systems.","1700-1799"
"Cape Cod","Henry David Thoreau","1864","Non fiction","/works/OL55724W","Thoreau's account of his travels and explorations on Cape Cod is considered his most genial book, and one of his most appealing. Published in 1865 after his death, Thoreau's CAPE COD remains an indispensable guide to the area.","1850-1899"
"Autobiography of a Yogi","Yogananda Paramahansa","1946","Non fiction","/works/OL528094W","The autobiography of Paramahansa Yogananda (1893 - 1952) details his search for a guru, during which he encountered many spiritual leaders and world-renowned scientists. When it was published in 1946 it was the first introduction of many westerners to yoga and meditation.The famous opera singer Amelita Galli-Curci said about the book:""Amazing, true stories of saints and masters of India, blended with priceless superphysical information-much needed to balance the Western material efficiency with Eastern spiritual efficiency-come from the vigorous pen of Paramhansa Yogananda, whose teachings my husband and myself have had the pleasure of studying for twenty years.""","1900-1949"
"The Technique of the Mystery Story","Carolyn Wells","1913","Non fiction","/works/OL1202223W","A complete practical guide for detective and mystery story writers of today. How to arrange, invent, plot out, develop and narrate ingenious, convincing, and baffling stories of crime.","1900-1949"
"The education of Henry Adams","Henry Adams","1777","Non fiction","/works/OL24220W","The Education of Henry Adams is the autobiography of the Bostonian Henry Adams. As he approached his seventieth birthday when ""the mind wakes to find itself looking blankly into the void of death,"" Adams wrote and privately printed 100 copies of his ""Education"", a reflection on the incredible events of the 19th century. Adams meditates on his sense of disorientation with the scientific and technological expansion over his lifetime. After his death the book was commercially published, going on to become a best-seller and to win the Pulitzer Prize.","1700-1799"
"A Woman of No Importance","Oscar Wilde","1893","Non fiction","/works/OL14877870W","Oscar Wilde's audacious drama of social scandal centres around the revelation of Mrs Arbuthnot's long-concealed secret. A house party is in full swing at Lady Hunstanton's country home, when it is announced that Gerald Arbuthnot has been appointed secretary to the sophisticated, witty Lord Illingworth. Gerald's mother stands in the way of his appointment, but fears to tell him why, for who will believe Lord Illingworth to be a man of no importance?","1850-1899"
"Principles of internal medicine","Tinsley Randolph Harrison","1950","Non fiction","/works/OL280577W","This book is a treatise on all disorders & treatments in medicine. It is an authoritative & exhaustive book..basically a Bible for students of medicine. Each topic is authored by an expert in the field.It was first written & edited by Dr Harrison & Later By Dr Eugene Brunwald,Dr Isselbacher, Dr Fausi, Dr Kasper & other luminaries in the medical field. The more recent editions have been supplimented by a CD ROM with videos of examination & various test procedures which helps a physician to arrive at a diagnosis & treat the patient.","1950-1969"
"Common Sense","Thomas Paine","1776","Non fiction","/works/OL60358W","Throughout history, some books have changed the world. They have transformed the way we see ourselves – and each other. They have inspired debate, dissent, war and revolution. They have enlightened, outraged, provoked and comforted. They have enriched lives – and destroyed them. Now Penguin brings you the works of the great thinkers, pioneers, radicals and visionaries whose ideas shook civilization, and helped make us who we are.","1700-1799"
"How to live on 24 hours a day","Arnold Bennett","1900","Non fiction","/works/OL109213W","You have to live on ... twenty-four hours of daily time. Out of it you have to spin health, pleasure, money, content, respect, and the evolution of your immortal soul,” says Arnold Bennett in this timeless self-help book.  Sometimes it seems like there are just not enough hours in the day to get everything accomplished.  This amusing little book is sure to help you manage your time better.","1900-1949"
"My life and work","Ford, Henry","1922","Non fiction","/works/OL4418043W","","1900-1949"
"Dei delitte e delle pene","Cesare Beccaria","1764","Non fiction","/works/OL1223677W","Book digitized by Google from the library of Oxford University and uploaded to the Internet Archive by user tpb.","1700-1799"
"Life on the Mississippi","Mark Twain","1883","Non fiction","/works/OL53959W","At once a romantic history of a mighty river, an autobiographical account of Twains early steamboat days, and a storehouse of humorous anecdotes and sketches, here is the raw material from which Mark Twain wrote his finest novel, Adventures of Huckleberry Finn.","1850-1899"
"The Renaissance, Studies in Art and Poetry","Walter Pater","1873","Non fiction","/works/OL43676W","Walter Pater’s Studies in the History of the Renaissance was one of the most talked about books in nineteenth-century Britain, and it remains a work of unusual importance to anyone interested in art history or English literature. Pater’s luxurious and finely wrought style inspired generations of writers, and his unique blend of scholarship, philosophy, and personal bias made his view of the quintessential ‘spirit of the renaissance’ a key subject for subsequent aesthetic debate.","1850-1899"
"Seven Pillars of Wisdom","T. E. Lawrence","1905","Non fiction","/works/OL830503W","*Seven Pillars of Wisdom* is the autobiographical account of the experiences of British Army Colonel T. E. Lawrence (""Lawrence of Arabia"") while serving as a military advisor to Bedouin forces during the Arab Revolt against the Ottoman Empire of 1916 to 1918. It was completed in February 1922, but first published in December 1926, originally published for the US market in 1927 as *Revolt in the Desert* and is the only version that was commercially released while he was alive. *Seven Pillars of Wisdom* (1935) is a longer form of the book at almost double the page count and released to the international market.

----------


في كتابه الكلاسيكي ، T.E.  يروي لورنس - المعروف إلى الأبد باسم لورنس العرب - دوره في أصل العالم العربي الحديث.  في البداية كان باحث أكسفورد وعالم آثار خجولًا لديه مرفق للغات ، وانضم لقيادة الثورة العربية ضد الأتراك العثمانيين بينما كان العالم الآخر متورطًا في الحرب العالمية الأولى.  يؤمن الناس لورانس بشغف ، صوره القاطعة للاعبين الرئيسيين ، من فيصل بن حسين ، الملك الهاشمي المستقبلي في سوريا والعراق ، إلى الجنرال السير إدموند اللنبي وأعضاء آخرين في القوات الإمبراطورية البريطانية ، أركان الحكمة السبعة أمر لا غنى عنه  المصدر التاريخي الأساسي.  إنها تساعدنا على فهم الشرق الأوسط اليوم ، بينما تعطينا روايات مثيرة عن الاستغلال العسكري (بما في ذلك تحرير العقبة ودمشق) ، والأنشطة السرية ، والأخطاء البشرية.","1900-1949"
"The art of money getting, or, Golden rules for money getting","P. T. Barnum","1880","Non fiction","/works/OL891636W","","1850-1899"
"Die Traumdeutung","Sigmund Freud","1899","Non fiction","/works/OL1069300W","Not in English","1850-1899"
